,Name,Age,Photo,Nationality,Flag,,Potential,Club,Club Logo,Value(£),,,,,,,,,,,
14572,N. Markanich,22,https://cdn.sofifa.net/players/267/869/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,61,FC Cincinnati,https://cdn.sofifa.net/teams/113149/30.png,220000,,,,,,,,,,,
14573,O. Fobassam,19,https://cdn.sofifa.net/players/268/426/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,74,SpVgg Greuther Fürth,https://cdn.sofifa.net/teams/165/30.png,550000,,,,,,,,,,,
14574,N. Adjei,19,https://cdn.sofifa.net/players/271/075/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,,70,Hammarby IF,https://cdn.sofifa.net/teams/708/30.png,275000,,,,,,,,,,,
14575,M. Nasti,18,https://cdn.sofifa.net/players/270/614/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,67,Cosenza,https://cdn.sofifa.net/teams/112168/30.png,190000,,,,,,,,,,,
14576,I. Fray,19,https://cdn.sofifa.net/players/260/732/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,73,Inter Miami CF,https://cdn.sofifa.net/teams/112893/30.png,350000,,,,,,,,,,,
14577,F. Abiuso,19,https://cdn.sofifa.net/players/270/098/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,68,Modena,https://cdn.sofifa.net/teams/1744/30.png,350000,,,,,,,,,,,
14578,22 D. Keramitsis,17,https://cdn.sofifa.net/players/266/437/22_60.png,Greece,https://cdn.sofifa.net/flags/gr.png,,80,Roma,https://cdn.sofifa.net/teams/52/30.png,925000,,,,,,,,,,,
14579,22 N. Dias,22,https://cdn.sofifa.net/players/259/219/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,54,FC Goa,https://cdn.sofifa.net/teams/113298/30.png,90000,,,,,,,,,,,
14580,J. van der Meer,20,https://cdn.sofifa.net/players/262/276/23_60.png,Haiti,https://cdn.sofifa.net/flags/ht.png,,73,SC Cambuur,https://cdn.sofifa.net/teams/647/30.png,825000,,,,,,,,,,,
14581,21 T. Herr,19,https://cdn.sofifa.net/players/257/052/21_60.png,France,https://cdn.sofifa.net/flags/fr.png,,65,1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/30.png,230000,,,,,,,,,,,
14582,22 J. Swibel,22,https://cdn.sofifa.net/players/254/144/22_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,60,Western Sydney Wanderers,https://cdn.sofifa.net/teams/112427/30.png,180000,,,,,,,,,,,
14583,21 T. Wilson,18,https://cdn.sofifa.net/players/257/109/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,63,Carlisle United,https://cdn.sofifa.net/teams/1480/30.png,100000,,,,,,,,,,,
14584,22 J. Henke,20,https://cdn.sofifa.net/players/263/557/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,66,SC Paderborn 07,https://cdn.sofifa.net/teams/10030/30.png,325000,,,,,,,,,,,
14585,J. Gaines,19,https://cdn.sofifa.net/players/264/366/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,68,Los Angeles FC,https://cdn.sofifa.net/teams/112996/30.png,210000,,,,,,,,,,,
14586,21 T. Boczek,30,https://cdn.sofifa.net/players/257/643/21_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,58,Warta Poznań,https://cdn.sofifa.net/teams/112511/30.png,170000,,,,,,,,,,,
14587,22 T. Rier,21,https://cdn.sofifa.net/players/268/110/22_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,64,SC Cambuur,https://cdn.sofifa.net/teams/647/30.png,300000,,,,,,,,,,,
14588,22 N. Al Areefi,19,https://cdn.sofifa.net/players/263/220/22_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,67,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,210000,,,,,,,,,,,
14589,M. Weidel,17,https://cdn.sofifa.net/players/269/759/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,74,Kristiansund BK,https://cdn.sofifa.net/teams/113459/30.png,300000,,,,,,,,,,,
14590,K. Oduroh,19,https://cdn.sofifa.net/players/270/592/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,70,Derby County,https://cdn.sofifa.net/teams/91/30.png,275000,,,,,,,,,,,
14591,F. Trpcevski,19,https://cdn.sofifa.net/players/268/541/23_60.png,North Macedonia,https://cdn.sofifa.net/flags/mk.png,,73,BK Häcken,https://cdn.sofifa.net/teams/711/30.png,275000,,,,,,,,,,,
14592,21 J. Arancibia,18,https://cdn.sofifa.net/players/259/450/21_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,,60,Audax Italiano,https://cdn.sofifa.net/teams/101097/30.png,100000,,,,,,,,,,,
14593,22 Wu Xingyu,21,https://cdn.sofifa.net/players/269/126/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,52,Shenzhen FC,https://cdn.sofifa.net/teams/111773/30.png,70000,,,,,,,,,,,
14594,21 K. Kıra,21,https://cdn.sofifa.net/players/260/640/21_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,64,Gençlerbirliği SK,https://cdn.sofifa.net/teams/101025/30.png,300000,,,,,,,,,,,
14595,22 Yoon Suk Ju,19,https://cdn.sofifa.net/players/261/121/22_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,63,Pohang Steelers,https://cdn.sofifa.net/teams/1474/30.png,110000,,,,,,,,,,,
14596,22 M. Al Nakhilan,19,https://cdn.sofifa.net/players/258/541/22_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,69,Al Faisaly,https://cdn.sofifa.net/teams/112389/30.png,200000,,,,,,,,,,,
14597,T. Atallah,19,https://cdn.sofifa.net/players/271/136/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,,74,FC Girondins de Bordeaux,https://cdn.sofifa.net/teams/59/30.png,400000,,,,,,,,,,,
14598,O. Bevan,18,https://cdn.sofifa.net/players/271/235/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,,70,AFC Bournemouth,https://cdn.sofifa.net/teams/1943/30.png,275000,,,,,,,,,,,
14599,Carlos Martínez,36,https://cdn.sofifa.net/players/269/221/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,57,FC Andorra,https://cdn.sofifa.net/teams/114554/30.png,60000,,,,,,,,,,,
14600,22 M. Bardell,18,https://cdn.sofifa.net/players/263/915/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,68,Derby County,https://cdn.sofifa.net/teams/91/30.png,210000,,,,,,,,,,,
14601,22 N. Raj,20,https://cdn.sofifa.net/players/263/933/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,60,Odisha FC,https://cdn.sofifa.net/teams/113257/30.png,130000,,,,,,,,,,,
14602,22 Ș. Bodișteanu,18,https://cdn.sofifa.net/players/258/364/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,72,FC Farul Constanța,https://cdn.sofifa.net/teams/110075/30.png,350000,,,,,,,,,,,
14603,22 Y. Matsumura,20,https://cdn.sofifa.net/players/255/439/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,70,Kashima Antlers,https://cdn.sofifa.net/teams/101147/30.png,500000,,,,,,,,,,,
14604,22 H. Fox,16,https://cdn.sofifa.net/players/268/264/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Swindon Town,https://cdn.sofifa.net/teams/1934/30.png,200000,,,,,,,,,,,
14605,22 Wang Jianwen,33,https://cdn.sofifa.net/players/257/680/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,48,Qingdao FC,https://cdn.sofifa.net/teams/112961/30.png,30000,,,,,,,,,,,
14606,22 S. Hopeau,22,https://cdn.sofifa.net/players/257/294/22_60.png,United States,https://cdn.sofifa.net/flags/us.png,,63,Seattle Sounders FC,https://cdn.sofifa.net/teams/111144/30.png,275000,,,,,,,,,,,
14607,21 R. Al Marshoud,21,https://cdn.sofifa.net/players/254/481/21_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,64,Al Raed,https://cdn.sofifa.net/teams/112392/30.png,140000,,,,,,,,,,,
14608,22 H. Maie,18,https://cdn.sofifa.net/players/266/813/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,72,Kashiwa Reysol,https://cdn.sofifa.net/teams/101145/30.png,375000,,,,,,,,,,,
14609,22 R. Nolan,22,https://cdn.sofifa.net/players/267/961/22_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,,66,Northampton Town,https://cdn.sofifa.net/teams/1930/30.png,425000,,,,,,,,,,,
14610,21 P. McGregor,19,https://cdn.sofifa.net/players/261/297/21_60.png,Jamaica,https://cdn.sofifa.net/flags/jm.png,,60,Djurgårdens IF,https://cdn.sofifa.net/teams/710/30.png,170000,,,,,,,,,,,
14611,D. Livaković,27,https://cdn.sofifa.net/players/241/671/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,83,Dinamo Zagreb,https://cdn.sofifa.net/teams/211/30.png,20500000,,,,,,,,,,,
14612,Bernardo Vilar,24,https://cdn.sofifa.net/players/264/118/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,66,IFK Värnamo,https://cdn.sofifa.net/teams/112126/30.png,425000,,,,,,,,,,,
14613,J. Cillessen,33,https://cdn.sofifa.net/players/199/987/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,80,N.E.C. Nijmegen,https://cdn.sofifa.net/teams/1910/30.png,7000000,,,,,,,,,,,
14614,22 K. Elliott,20,https://cdn.sofifa.net/players/255/117/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Huddersfield Town,https://cdn.sofifa.net/teams/1939/30.png,250000,,,,,,,,,,,
14615,22 W. Lalnunfela,25,https://cdn.sofifa.net/players/258/800/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,55,NorthEast United FC,https://cdn.sofifa.net/teams/113040/30.png,120000,,,,,,,,,,,
14616,J. Butland,29,https://cdn.sofifa.net/players/203/042/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,73,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,2100000,,,,,,,,,,,
14617,21 B. Curville,21,https://cdn.sofifa.net/players/252/851/21_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,69,Macarthur FC,https://cdn.sofifa.net/teams/114604/30.png,425000,,,,,,,,,,,
14618,22 L. Khoury,20,https://cdn.sofifa.net/players/258/136/22_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,63,Central Coast Mariners,https://cdn.sofifa.net/teams/111396/30.png,140000,,,,,,,,,,,
14619,O. Wallin,20,https://cdn.sofifa.net/players/266/176/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,64,Degerfors IF,https://cdn.sofifa.net/teams/113892/30.png,250000,,,,,,,,,,,
14620,I. Baldé,19,https://cdn.sofifa.net/players/263/110/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,69,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,500000,,,,,,,,,,,
14621,21 R. Omori,17,https://cdn.sofifa.net/players/258/752/21_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,72,FC Tokyo,https://cdn.sofifa.net/teams/101150/30.png,325000,,,,,,,,,,,
14622,I. Camara,24,https://cdn.sofifa.net/players/270/711/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,,64,Dijon FCO,https://cdn.sofifa.net/teams/110569/30.png,325000,,,,,,,,,,,
14623,M. Hussein,20,https://cdn.sofifa.net/players/261/151/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,57,Crawley Town,https://cdn.sofifa.net/teams/110890/30.png,130000,,,,,,,,,,,
14624,22 Zhang Yujun,19,https://cdn.sofifa.net/players/268/965/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,56,Hebei FC,https://cdn.sofifa.net/teams/112978/30.png,100000,,,,,,,,,,,
14625,S. Pereira,24,https://cdn.sofifa.net/players/257/688/23_60.png,India,https://cdn.sofifa.net/flags/in.png,,59,FC Goa,https://cdn.sofifa.net/teams/113298/30.png,150000,,,,,,,,,,,
14626,22 B. Mensah,18,https://cdn.sofifa.net/players/260/742/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Peterborough United,https://cdn.sofifa.net/teams/1938/30.png,110000,,,,,,,,,,,
14627,22 T. Berdayes,19,https://cdn.sofifa.net/players/264/423/22_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,65,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,230000,,,,,,,,,,,
14628,20 E. Hernández,21,https://cdn.sofifa.net/players/254/608/20_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,66,Jaguares de Córdoba Fútbol Club,https://cdn.sofifa.net/teams/112903/30.png,170000,,,,,,,,,,,
14629,P. Ndiaye,24,https://cdn.sofifa.net/players/264/389/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,66,SC Rheindorf Altach,https://cdn.sofifa.net/teams/15009/30.png,575000,,,,,,,,,,,
14630,G. Borrelli,22,https://cdn.sofifa.net/players/252/942/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,69,Frosinone,https://cdn.sofifa.net/teams/111657/30.png,450000,,,,,,,,,,,
14631,22 Wan Yu,19,https://cdn.sofifa.net/players/263/846/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,57,Dalian Professional Football Club,https://cdn.sofifa.net/teams/112378/30.png,100000,,,,,,,,,,,
14632,22 T. Nixon,18,https://cdn.sofifa.net/players/263/329/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,69,Hull City,https://cdn.sofifa.net/teams/1952/30.png,230000,,,,,,,,,,,
14633,C. Kendall,21,https://cdn.sofifa.net/players/267/408/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,61,Lincoln City,https://cdn.sofifa.net/teams/149/30.png,180000,,,,,,,,,,,
14634,22 Zhang Wenxuan,16,https://cdn.sofifa.net/players/269/038/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,59,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,110000,,,,,,,,,,,
14635,22 S. Adeniran,22,https://cdn.sofifa.net/players/263/702/22_60.png,United States,https://cdn.sofifa.net/flags/us.png,,63,Seattle Sounders FC,https://cdn.sofifa.net/teams/111144/30.png,275000,,,,,,,,,,,
14636,A. George,19,https://cdn.sofifa.net/players/256/811/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,68,Birmingham City,https://cdn.sofifa.net/teams/88/30.png,210000,,,,,,,,,,,
14637,22 H. Nee,18,https://cdn.sofifa.net/players/262/406/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,71,Coventry City,https://cdn.sofifa.net/teams/1800/30.png,275000,,,,,,,,,,,
14638,Li Yang,24,https://cdn.sofifa.net/players/253/518/23_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,64,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,300000,,,,,,,,,,,
14639,22 M. Cvjetinovic,17,https://cdn.sofifa.net/players/263/874/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,68,FC Viktoria 1889 Berlin,https://cdn.sofifa.net/teams/115820/30.png,300000,,,,,,,,,,,
14640,22 A. Anderson,20,https://cdn.sofifa.net/players/257/496/22_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,64,Melbourne Victory,https://cdn.sofifa.net/teams/111397/30.png,300000,,,,,,,,,,,
14641,22 Lucas Monzón,18,https://cdn.sofifa.net/players/264/002/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,69,New York Red Bulls,https://cdn.sofifa.net/teams/689/30.png,400000,,,,,,,,,,,
14642,C. Mutawe,21,https://cdn.sofifa.net/players/264/016/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,,55,Drogheda United,https://cdn.sofifa.net/teams/1572/30.png,100000,,,,,,,,,,,
14643,S. Kapuadi,24,https://cdn.sofifa.net/players/269/507/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,69,Wisła Płock,https://cdn.sofifa.net/teams/1569/30.png,800000,,,,,,,,,,,
14644,S. Sabetkar,27,https://cdn.sofifa.net/players/261/452/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,64,Degerfors IF,https://cdn.sofifa.net/teams/113892/30.png,375000,,,,,,,,,,,
14645,V. Andersson,27,https://cdn.sofifa.net/players/266/048/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,55,IFK Värnamo,https://cdn.sofifa.net/teams/112126/30.png,130000,,,,,,,,,,,
14646,L. D'Cunha,24,https://cdn.sofifa.net/players/257/685/23_60.png,India,https://cdn.sofifa.net/flags/in.png,,58,FC Goa,https://cdn.sofifa.net/teams/113298/30.png,120000,,,,,,,,,,,
14647,A. Gajgier,18,https://cdn.sofifa.net/players/269/969/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,70,Radomiak Radom,https://cdn.sofifa.net/teams/111088/30.png,250000,,,,,,,,,,,
14648,21 R. Andía,22,https://cdn.sofifa.net/players/255/790/21_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,65,Club Atlético Grau,https://cdn.sofifa.net/teams/114598/30.png,300000,,,,,,,,,,,
14649,A. Marsh,19,https://cdn.sofifa.net/players/263/308/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,68,Barnsley,https://cdn.sofifa.net/teams/1932/30.png,250000,,,,,,,,,,,
14650,22 A. Cassaert,20,https://cdn.sofifa.net/players/254/467/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,68,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,325000,,,,,,,,,,,
14651,M. Šulek,24,https://cdn.sofifa.net/players/269/508/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,,67,Wisła Płock,https://cdn.sofifa.net/teams/1569/30.png,475000,,,,,,,,,,,
14652,22 N. Machado,24,https://cdn.sofifa.net/players/255/260/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,61,Centro Atlético Fénix,https://cdn.sofifa.net/teams/111002/30.png,220000,,,,,,,,,,,
14653,22 R. Akbib,20,https://cdn.sofifa.net/players/254/640/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,71,Royal Charleroi S.C.,https://cdn.sofifa.net/teams/670/30.png,375000,,,,,,,,,,,
14654,E. Koyuncu,16,https://cdn.sofifa.net/players/268/906/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,75,İstanbul Başakşehir FK,https://cdn.sofifa.net/teams/101014/30.png,325000,,,,,,,,,,,
14655,N. Saintini,22,https://cdn.sofifa.net/players/264/069/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,66,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,300000,,,,,,,,,,,
14656,G. Richard,19,https://cdn.sofifa.net/players/271/133/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,70,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,375000,,,,,,,,,,,
14657,22 H. Holgersson,21,https://cdn.sofifa.net/players/254/515/22_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,64,Mjällby AIF,https://cdn.sofifa.net/teams/112072/30.png,200000,,,,,,,,,,,
14658,A. Larsson,18,https://cdn.sofifa.net/players/266/106/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,70,GIF Sundsvall,https://cdn.sofifa.net/teams/1596/30.png,275000,,,,,,,,,,,
14659,22 D. Moss,20,https://cdn.sofifa.net/players/253/999/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,63,Leyton Orient,https://cdn.sofifa.net/teams/1958/30.png,250000,,,,,,,,,,,
14660,21 Franklin Mascote,23,https://cdn.sofifa.net/players/262/331/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,56,Club Always Ready,https://cdn.sofifa.net/teams/114577/30.png,170000,,,,,,,,,,,
14661,22 B. Montaño,19,https://cdn.sofifa.net/players/256/631/22_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,,70,Deportivo Cali,https://cdn.sofifa.net/teams/101102/30.png,450000,,,,,,,,,,,
14662,22 M. Henry,17,https://cdn.sofifa.net/players/265/697/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Bolton Wanderers,https://cdn.sofifa.net/teams/4/30.png,180000,,,,,,,,,,,
14663,21 R. Arrasco,23,https://cdn.sofifa.net/players/255/791/21_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,59,Club Atlético Grau,https://cdn.sofifa.net/teams/114598/30.png,160000,,,,,,,,,,,
14664,22 M. Brasil,22,https://cdn.sofifa.net/players/259/683/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,73,Cerro Largo Fútbol Club,https://cdn.sofifa.net/teams/115536/30.png,825000,,,,,,,,,,,
14665,21 G. Dobrovoljc,27,https://cdn.sofifa.net/players/257/798/21_60.png,Slovenia,https://cdn.sofifa.net/flags/si.png,,62,Fatih Karagümrük S.K.,https://cdn.sofifa.net/teams/111117/30.png,250000,,,,,,,,,,,
14666,22 Gui Zihan,18,https://cdn.sofifa.net/players/269/139/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,60,Tianjin Jinmen Tiger FC,https://cdn.sofifa.net/teams/111774/30.png,110000,,,,,,,,,,,
14667,21 B. Hough,17,https://cdn.sofifa.net/players/258/760/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Oldham Athletic,https://cdn.sofifa.net/teams/1920/30.png,130000,,,,,,,,,,,
14668,21 U. Ünlü,17,https://cdn.sofifa.net/players/257/409/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,74,FC Würzburger Kickers,https://cdn.sofifa.net/teams/110197/30.png,275000,,,,,,,,,,,
14669,22 L. Nikolai,18,https://cdn.sofifa.net/players/265/790/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,68,MSV Duisburg,https://cdn.sofifa.net/teams/1825/30.png,210000,,,,,,,,,,,
14670,22 C. Kiernan,19,https://cdn.sofifa.net/players/259/282/22_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,,69,Bohemian FC,https://cdn.sofifa.net/teams/305/30.png,210000,,,,,,,,,,,
14671,D. Nelik,21,https://cdn.sofifa.net/players/267/733/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,66,Antalyaspor,https://cdn.sofifa.net/teams/741/30.png,350000,,,,,,,,,,,
14672,21 H. Hopper,19,https://cdn.sofifa.net/players/252/881/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Rochdale,https://cdn.sofifa.net/teams/1955/30.png,120000,,,,,,,,,,,
14673,22 Lalkhawpuimawia,29,https://cdn.sofifa.net/players/263/055/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,50,NorthEast United FC,https://cdn.sofifa.net/teams/113040/30.png,45000,,,,,,,,,,,
14674,21 A. Ajdini,20,https://cdn.sofifa.net/players/257/692/21_60.png,Kosovo,https://cdn.sofifa.net/flags/xk.png,,62,Servette FC,https://cdn.sofifa.net/teams/324/30.png,170000,,,,,,,,,,,
14675,22 A. Denholm,17,https://cdn.sofifa.net/players/263/294/22_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,,77,Heart of Midlothian,https://cdn.sofifa.net/teams/80/30.png,250000,,,,,,,,,,,
14676,21 S. Gollnack,18,https://cdn.sofifa.net/players/255/147/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,SG Dynamo Dresden,https://cdn.sofifa.net/teams/503/30.png,300000,,,,,,,,,,,
14677,20 N. Solabarrieta,22,https://cdn.sofifa.net/players/255/126/20_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,,63,Club Deportivo Palestino,https://cdn.sofifa.net/teams/111328/30.png,130000,,,,,,,,,,,
14678,V. Molchan,21,https://cdn.sofifa.net/players/259/167/23_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,,67,Stade Malherbe Caen,https://cdn.sofifa.net/teams/210/30.png,425000,,,,,,,,,,,
